value,label
-0.997312248,NoFault
-0.998046458,NoFault
-0.999668419,NoFault
-1.001513362,NoFault
-1.003427505,NoFault
-1.00390029,NoFault
-1.003992558,NoFault
-1.003423691,NoFault
-1.004684329,NoFault
-1.002604961,NoFault
-1.003269911,NoFault
-1.002435923,NoFault
-1.001182914,NoFault
-1.000464082,NoFault
-0.999203384,NoFault
-0.999457061,NoFault
-0.999418557,NoFault
-0.999960482,NoFault
-1.000925303,NoFault
-1.001075268,NoFault
-1.002681851,NoFault
-1.004142404,NoFault
-1.004630566,NoFault
-1.005495429,NoFault
-1.00494194,NoFault
-1.003623605,NoFault
-1.002105355,NoFault
-1.000967622,NoFault
-1.000417948,NoFault
-0.998941958,NoFault
-0.999168694,NoFault
-0.999710739,NoFault
-0.998834312,NoFault
-0.997704327,NoFault
-0.997712076,NoFault
-0.999126494,NoFault
-1.000091314,NoFault
-1.001867056,NoFault
-1.002274394,NoFault
-1.002289772,NoFault
-1.001305819,NoFault
-1.000879169,NoFault
-1.002124548,NoFault
-1.002547383,NoFault
-1.002043843,NoFault
-1.001978517,NoFault
-1.00109446,NoFault
-1.001513362,NoFault
-1.000890732,NoFault
-1.001182914,NoFault
-1.000702381,NoFault
-1.000625491,NoFault
-1.00101757,NoFault
-1.001451969,NoFault
-1.002462745,NoFault
-1.002712607,NoFault
-1.003170013,NoFault
-1.002912521,NoFault
-1.00451529,NoFault
-1.004046321,NoFault
-1.004434586,NoFault
-1.003200769,NoFault
-1.003150821,NoFault
-1.000656247,NoFault
-1.000502586,NoFault
-0.999007285,NoFault
-0.998384655,NoFault
-0.99748522,NoFault
-0.99849993,NoFault
-0.998465359,NoFault
-1.000075936,NoFault
-1.000794649,NoFault
-1.002462745,NoFault
-1.003358364,NoFault
-1.003700376,NoFault
-1.002750993,NoFault
-1.003819585,NoFault
-1.004772782,NoFault
-1.003362179,NoFault
-1.000160456,NoFault
-0.998038709,NoFault
-0.997081697,NoFault
-0.996493638,NoFault
-0.997619808,NoFault
-0.998707473,NoFault
-0.999829829,NoFault
-0.998945773,NoFault
-1.001040697,NoFault
-1.001974583,NoFault
-1.002151489,NoFault
-1.002232194,NoFault
-1.004503727,NoFault
-1.004426837,NoFault
-1.003865719,NoFault
-1.003062367,NoFault
-1.002389789,NoFault
-1.0012443070000001,NoFault
-1.001194358,NoFault
-1.002174497,NoFault
-1.00288558,NoFault
-1.002551198,NoFault
-1.001820922,NoFault
-1.001513362,NoFault
-1.000956059,NoFault
-1.000729322,NoFault
-1.001732469,NoFault
-1.00082159,NoFault
-1.000356436,NoFault
-0.999806821,NoFault
-1.001974583,NoFault
-1.002162933,NoFault
-1.001920819,NoFault
-1.002462745,NoFault
-1.003227711,NoFault
-1.001940012,NoFault
-1.001425028,NoFault
-1.000690937,NoFault
-0.999902904,NoFault
-0.998342335,NoFault
-0.999126494,NoFault
-0.997788846,NoFault
-0.996320665,NoFault
-0.997481406,NoFault
-0.998288572,NoFault
-1.000625491,NoFault
-1.002647281,NoFault
-1.003754258,NoFault
-1.004734397,NoFault
-1.00420773,NoFault
-1.003623605,NoFault
-1.003604293,NoFault
-1.003273726,NoFault
-1.001817107,NoFault
-1.000295043,NoFault
-0.999902904,NoFault
-1.000060558,NoFault
-0.998749793,NoFault
-0.999864399,NoFault
-1.000713944,NoFault
-1.000840783,NoFault
-1.003127694,NoFault
-1.004688263,NoFault
-1.003219962,NoFault
-1.003865719,NoFault
-1.002943277,NoFault
-1.002812505,NoFault
-1.003369927,NoFault
-1.002539635,NoFault
-1.001540303,NoFault
-1.001617193,NoFault
-1.001109838,NoFault
-1.000836968,NoFault
-1.001013756,NoFault
-1.000656247,NoFault
-1.00039494,NoFault
-1.000264287,NoFault
-1.000148892,NoFault
-0.998995841,NoFault
-1.000106692,NoFault
-1.001805544,NoFault
-1.000983,NoFault
-1.001182914,NoFault
-1.001386523,NoFault
-0.998842061,NoFault
-0.999699175,NoFault
-1.00024116,NoFault
-1.000694752,NoFault
-1.001302004,NoFault
-1.00203228,NoFault
-1.00140965,NoFault
-1.000517964,NoFault
-1.000867724,NoFault
-1.001202106,NoFault
-1.000844598,NoFault
-1.000564098,NoFault
-0.999149501,NoFault
-1.000952244,NoFault
-1.002047658,NoFault
-1.002843261,NoFault
-1.005318522,NoFault
-1.006448627,NoFault
-1.007044315,NoFault
-1.005449295,NoFault
-1.004296184,NoFault
-1.002178311,NoFault
-1.000879169,NoFault
-0.999653041,NoFault
-0.999176443,NoFault
-0.998200119,NoFault
-0.998792112,NoFault
-0.997519791,NoFault
-0.997950375,NoFault
-0.998703659,NoFault
-0.999437749,NoFault
-1.001052141,NoFault
-1.002255201,NoFault
-1.002416611,NoFault
-1.003923297,NoFault
-1.004684329,NoFault
-1.003381371,NoFault
-1.001997709,NoFault
-1.001006007,NoFault
-0.999522388,NoFault
-0.998246253,NoFault
-0.997865736,NoFault
-0.998023331,NoFault
-0.999764502,NoFault
-1.001275063,NoFault
-1.001832485,NoFault
-1.001897812,NoFault
-1.000675559,NoFault
-1.001824737,NoFault
-1.001152158,NoFault
-1.000986814,NoFault
-1.002635717,NoFault
-1.002843261,NoFault
-1.002758741,NoFault
-1.002797127,NoFault
-1.001901627,NoFault
-1.001517296,NoFault
-1.000825405,NoFault
-1.001071453,NoFault
-1.001497984,NoFault
-1.001351953,NoFault
-1.001989961,NoFault
-1.001252055,NoFault
-1.001275063,NoFault
-1.000333428,NoFault
-1.001328945,NoFault
-1.00039494,NoFault
-1.000417948,NoFault
-1.001063704,NoFault
-1.00261271,NoFault
-1.004376888,NoFault
-1.004649758,NoFault
-1.004857302,NoFault
-1.003150821,NoFault
-1.001428843,NoFault
-1.00082159,NoFault
-0.998757541,NoFault
-0.998050272,NoFault
-0.998930395,NoFault
-0.998976529,NoFault
-0.998250186,NoFault
-1.000617862,NoFault
-0.999387801,NoFault
-1.000706196,NoFault
-0.999922097,NoFault
-1.00152874,NoFault
-1.00168252,NoFault
-1.000733137,NoFault
-1.000952244,NoFault
-1.001490355,NoFault
-1.000675559,NoFault
-1.000967622,NoFault
-1.000152826,NoFault
-0.999972045,NoFault
-0.9995839,NoFault
-1.000191212,NoFault
-1.001340389,NoFault
-1.002416611,NoFault
-1.003000855,NoFault
-1.003362179,NoFault
-1.005237818,NoFault
-1.005414724,NoFault
-1.004234672,NoFault
-1.003788829,NoFault
-1.003066182,NoFault
-1.003454447,NoFault
-1.001390457,NoFault
-1.002681851,NoFault
-1.002070785,NoFault
-1.001198292,NoFault
-0.999326289,NoFault
-0.998722851,NoFault
-0.999087989,NoFault
-0.999537766,NoFault
-0.99798876,NoFault
-0.99807328,NoFault
-0.999176443,NoFault
-0.999676168,NoFault
-1.000225782,NoFault
-1.000929236,NoFault
-1.002401233,NoFault
-1.00152874,NoFault
-1.00238204,NoFault
-1.001809359,NoFault
-1.001840115,NoFault
-1.00210917,NoFault
-1.002593517,NoFault
-1.001767039,NoFault
-1.000917673,NoFault
-1.001182914,NoFault
-0.999214828,NoFault
-1.000540972,NoFault
-1.001182914,NoFault
-1.002009273,NoFault
-1.003596663,NoFault
-1.002593517,NoFault
-1.003615856,NoFault
-1.004434586,NoFault
-1.003412127,NoFault
-1.003984809,NoFault
-1.003454447,NoFault
-1.003046989,NoFault
-1.002774119,NoFault
-1.001351953,NoFault
-1.000102758,NoFault
-0.997908056,NoFault
-0.999410927,NoFault
-0.998542249,NoFault
-0.99807328,NoFault
-0.999914467,NoFault
-1.000191212,NoFault
-1.000306487,NoFault
-1.001371145,NoFault
-1.001670957,NoFault
-1.002608895,NoFault
-1.001544118,NoFault
-1.002255201,NoFault
-1.001832485,NoFault
-1.001659513,NoFault
-1.002970099,NoFault
-1.001701713,NoFault
-1.001974583,NoFault
-0.999952853,NoFault
-1.00008738,NoFault
-1.001940012,NoFault
-1.000690937,NoFault
-1.000963807,NoFault
-1.001670957,NoFault
-0.998930395,NoFault
-0.999349415,NoFault
-0.99786967,NoFault
-0.999679983,NoFault
-1.000279665,NoFault
-1.000429511,NoFault
-1.002851009,NoFault
-1.002074599,NoFault
-1.003562093,NoFault
-1.003427505,NoFault
-1.003827214,NoFault
-1.00343132,NoFault
-1.002282143,NoFault
-1.002378225,NoFault
-1.001621008,NoFault
-1.000348806,NoFault
-1.002631903,NoFault
-1.003811836,NoFault
-1.002512693,NoFault
-1.004127026,NoFault
-1.00373888,NoFault
-1.003915668,NoFault
-1.002597332,NoFault
-1.003915668,NoFault
-1.001793981,NoFault
-1.001532674,NoFault
-1.0001297,NoFault
-0.999480069,NoFault
-0.998811305,NoFault
-0.997554481,NoFault
-0.997946441,NoFault
-0.998703659,NoFault
-0.998722851,NoFault
-0.998976529,NoFault
-0.999030411,NoFault
-1.000133514,NoFault
-1.000068188,NoFault
-1.000871539,NoFault
-1.001559496,NoFault
-1.001478791,NoFault
-1.001140594,NoFault
-1.001213551,NoFault
-1.001432657,NoFault
-1.002055407,NoFault
-1.001398087,NoFault
-1.002520442,NoFault
-1.001897812,NoFault
-1.002827883,NoFault
-1.003654242,NoFault
-1.002555013,NoFault
-1.002482057,NoFault
-1.001840115,NoFault
-1.000640869,NoFault
-1.002647281,NoFault
-1.001805544,NoFault
-1.002162933,NoFault
-1.0018363,NoFault
-1.001544118,NoFault
-1.001851678,NoFault
-1.001659513,NoFault
-1.003293037,NoFault
-1.002278328,NoFault
-1.002931714,NoFault
-1.00210917,NoFault
-1.001490355,NoFault
-1.000198841,NoFault
-0.998484552,NoFault
-0.998953521,NoFault
-0.997788846,NoFault
-0.998995841,NoFault
-0.999391735,NoFault
-1.000456452,NoFault
-1.002024651,NoFault
-1.002593517,NoFault
-1.00261271,NoFault
-1.001598001,NoFault
-1.001221299,NoFault
-1.002166867,NoFault
-1.002555013,NoFault
-1.002285957,NoFault
-1.000840783,NoFault
-0.999852955,NoFault
-0.99822706,NoFault
-0.996574342,NoFault
-0.99713546,NoFault
-0.998507679,NoFault
-0.998722851,NoFault
-1.000183582,NoFault
-1.000298858,NoFault
-1.002278328,NoFault
-1.003785014,NoFault
-1.004861236,NoFault
-1.004211664,NoFault
-1.003973365,NoFault
-1.004922628,NoFault
-1.00366199,NoFault
-1.004811168,NoFault
-1.004234672,NoFault
-1.002870202,NoFault
-1.004153967,NoFault
-1.002770305,NoFault
-1.002466679,NoFault
-1.001647949,NoFault
-1.001363516,NoFault
-1.000594735,NoFault
-0.999845207,NoFault
-1.000110507,NoFault
-0.999399364,NoFault
-1.000725508,NoFault
-1.001036763,NoFault
-1.000525594,NoFault
-1.00175941,NoFault
-1.000152826,NoFault
-1.000444889,NoFault
-1.00024116,NoFault
-0.999695361,NoFault
-0.999941289,NoFault
-0.998257816,NoFault
-0.998496115,NoFault
-0.99810797,NoFault
-0.996635854,NoFault
-0.997073948,NoFault
-0.997319996,NoFault
-0.999168694,NoFault
-1.00040257,NoFault
-1.00265491,NoFault
-1.004369259,NoFault
-1.004542112,NoFault
-1.005849004,NoFault
-1.005868196,NoFault
-1.006048918,NoFault
-1.005195618,NoFault
-1.004376888,NoFault
-1.00140965,NoFault
-1.001294374,NoFault
-1.001598001,NoFault
-1.001363516,NoFault
-1.000214219,NoFault
-0.999457061,NoFault
-0.999138057,NoFault
-0.999541581,NoFault
-1.001571059,NoFault
-1.002282143,NoFault
-1.002927899,NoFault
-1.003450632,NoFault
-1.003096938,NoFault
-1.003504395,NoFault
-1.002424359,NoFault
-1.002174497,NoFault
-0.999902904,NoFault
-0.998826683,NoFault
-0.998826683,NoFault
-0.998934329,NoFault
-1.00001061,NoFault
-1.000168204,NoFault
-0.99900347,NoFault
-0.998615324,NoFault
-0.998534501,NoFault
-0.999457061,NoFault
-0.999960482,NoFault
-1.001905441,NoFault
-1.002439737,NoFault
-1.003550529,NoFault
-1.004307747,NoFault
-1.00494194,NoFault
-1.004749775,NoFault
-1.00390029,NoFault
-1.002128363,NoFault
-0.999587715,NoFault
-0.997984946,NoFault
-0.997173965,NoFault
-0.997054756,NoFault
-0.99624759,NoFault
-0.99686259,NoFault
-0.998869002,NoFault
-0.999656856,NoFault
-1.001505733,NoFault
-1.00280869,NoFault
-1.004449964,NoFault
-1.004991889,NoFault
-1.006975174,NoFault
-1.007363319,NoFault
-1.009823322,NoFault
-1.008170485,NoFault
-1.005933523,NoFault
-1.00459218,NoFault
-1.001567245,NoFault
-1.001194358,NoFault
-0.998949707,NoFault
-0.998611391,NoFault
-0.996301472,NoFault
-0.995924771,NoFault
-0.996820271,NoFault
-0.997900307,NoFault
-0.999714553,NoFault
-1.000029802,NoFault
-1.000640869,NoFault
-1.001152158,NoFault
-1.002282143,NoFault
-1.002451301,NoFault
-1.002720356,NoFault
-1.001817107,NoFault
-1.000310421,NoFault
-0.998995841,NoFault
-0.998238623,NoFault
-0.997984946,NoFault
-0.998146355,NoFault
-0.998430789,NoFault
-0.998411596,NoFault
-0.998622954,NoFault
-1.000644803,NoFault
-1.001359701,NoFault
-1.002266765,NoFault
-1.003281474,NoFault
-1.005149484,NoFault
-1.004988074,NoFault
-1.00591433,NoFault
-1.006671548,NoFault
-1.005522251,NoFault
-1.004914999,NoFault
-1.004069448,NoFault
-1.002205253,NoFault
-1.001594067,NoFault
-1.000341058,NoFault
-1.000387192,NoFault
-0.999053419,NoFault
-0.998526871,NoFault
-0.999280274,NoFault
-0.999464691,NoFault
-1.001140594,NoFault
-1.001667142,NoFault
-1.002112985,NoFault
-1.002566576,NoFault
-1.003089309,NoFault
-1.003915668,NoFault
-1.00393486,NoFault
-1.002943277,NoFault
-1.002289772,NoFault
-1.000214219,NoFault
-0.999645412,NoFault
-0.998865068,NoFault
-0.997850358,NoFault
-0.996970236,NoFault
-0.997262299,NoFault
-0.998019516,NoFault
-0.999937475,NoFault
-1.001978517,NoFault
-1.002162933,NoFault
-1.002651095,NoFault
-1.004004121,NoFault
-1.005157113,NoFault
-1.00522244,NoFault
-1.003869534,NoFault
-1.002078414,NoFault
-1.000133514,NoFault
-0.999437749,NoFault
-0.998207867,NoFault
-0.997696698,NoFault
-0.99729687,NoFault
-0.997685134,NoFault
-0.999587715,NoFault
-1.000145078,NoFault
-1.00152874,NoFault
-1.002474308,NoFault
-1.005526185,NoFault
-1.004776597,NoFault
-1.006571531,NoFault
-1.006744504,NoFault
-1.006925225,NoFault
-1.006283283,NoFault
-1.006183386,NoFault
-1.004138589,NoFault
-1.002847195,NoFault
-0.999752939,NoFault
-0.998265564,NoFault
-0.997147024,NoFault
-0.996612728,NoFault
-0.995805562,NoFault
-0.995521128,NoFault
-0.996712744,NoFault
-0.997112453,NoFault
-0.999756873,NoFault
-1.000790834,NoFault
-1.001548052,NoFault
-1.001413465,NoFault
-1.002128363,NoFault
-1.002670288,NoFault
-1.003020048,NoFault
-1.003477454,NoFault
-1.002889395,NoFault
-1.000779271,NoFault
-1.001582623,NoFault
-0.999168694,NoFault
-0.998369277,NoFault
-0.997915685,NoFault
-0.997838914,NoFault
-0.998669088,NoFault
-1.001263618,NoFault
-1.002162933,NoFault
-1.003216147,NoFault
-1.005157113,NoFault
-1.00560689,NoFault
-1.007428765,NoFault
-1.006621599,NoFault
-1.006021976,NoFault
-1.004330754,NoFault
-1.003735065,NoFault
-1.002205253,NoFault
-1.001071453,NoFault
-0.999614656,NoFault
-0.999214828,NoFault
-0.997754276,NoFault
-0.997565925,NoFault
-0.997569859,NoFault
-0.997642815,NoFault
-0.999103367,NoFault
-1.000660181,NoFault
-1.001993895,NoFault
-1.002693415,NoFault
-1.003492832,NoFault
-1.003446698,NoFault
-1.003342986,NoFault
-1.002843261,NoFault
-1.00226295,NoFault
-1.000760078,NoFault
-1.000025988,NoFault
-0.998657525,NoFault
-0.997815788,NoFault
-0.998204052,NoFault
-0.999906719,NoFault
-0.999845207,NoFault
-0.99966079,NoFault
-1.00089848,NoFault
-1.001890063,NoFault
-1.001448035,NoFault
-1.001690269,NoFault
-1.000452518,NoFault
-1.000637054,NoFault
-1.0012443070000001,NoFault
-1.002251387,NoFault
-1.002070785,NoFault
-1.003100872,NoFault
-1.002347469,NoFault
-1.001840115,NoFault
-1.000844598,NoFault
-1.000118136,NoFault
-0.999972045,NoFault
-1.001694083,NoFault
-1.002750993,NoFault
-1.003512025,NoFault
-1.003454447,NoFault
-1.004104018,NoFault
-1.003711939,NoFault
-1.00413096,NoFault
-1.003481388,NoFault
-1.002827883,NoFault
-1.003439069,NoFault
-1.002562761,NoFault
-1.002162933,NoFault
-1.001344323,NoFault
-1.001132846,NoFault
-0.999564588,NoFault
-0.998038709,NoFault
-0.99729687,NoFault
-0.997392952,NoFault
-0.997423708,NoFault
-0.997243106,NoFault
-0.998853624,NoFault
-0.998980463,NoFault
-0.999560773,NoFault
-1.000060558,NoFault
-1.001013756,NoFault
-1.000141263,NoFault
-1.001232862,NoFault
-1.001394272,NoFault
-1.001970768,NoFault
-1.002301335,NoFault
-1.003131509,NoFault
-1.002505064,NoFault
-1.002193689,NoFault
-1.003031611,NoFault
-1.001509547,NoFault
-1.001451969,NoFault
-1.001705647,NoFault
-1.003012419,NoFault
-1.003243089,NoFault
-1.001640201,NoFault
-1.002520442,NoFault
-1.004861236,NoFault
-1.00401938,NoFault
-1.003665805,NoFault
-1.003050804,NoFault
-1.002470493,NoFault
-1.000694752,NoFault
-1.001405835,NoFault
-1.002013087,NoFault
-1.000994563,NoFault
-1.00124824,NoFault
-0.999118745,NoFault
-0.997819602,NoFault
-0.998484552,NoFault
-0.998257816,NoFault
-0.998976529,NoFault
-1.000152826,NoFault
-1.000321865,NoFault
-1.000579357,NoFault
-1.000833035,NoFault
-1.001240492,NoFault
-1.002435923,NoFault
-1.003100872,NoFault
-1.002162933,NoFault
-1.001148224,NoFault
-1.001966953,NoFault
-1.001152158,NoFault
-1.001044512,NoFault
-1.000364184,NoFault
-0.998753607,NoFault
-0.99710089,NoFault
-0.997327626,NoFault
-0.997592866,NoFault
-0.999303281,NoFault
-1.00117135,NoFault
-1.003181577,NoFault
-1.004380703,NoFault
-1.004184723,NoFault
-1.00513792,NoFault
-1.006110311,NoFault
-1.005380034,NoFault
-1.005095601,NoFault
-1.005560756,NoFault
-1.004227042,NoFault
-1.002470493,NoFault
-1.001382709,NoFault
-0.9996261,NoFault
-0.998895824,NoFault
-0.999453127,NoFault
-0.999345601,NoFault
-0.999676168,NoFault
-1.001044512,NoFault
-1.000733137,NoFault
-1.001820922,NoFault
-1.002070785,NoFault
-1.002001524,NoFault
-1.002193689,NoFault
-1.001555681,NoFault
-1.000660181,NoFault
-0.998953521,NoFault
-0.998719037,NoFault
-0.999007285,NoFault
-0.997915685,NoFault
-0.997523725,NoFault
-0.997965753,NoFault
-0.996501267,NoFault
-0.997108638,NoFault
-0.99838084,NoFault
-1.000079751,NoFault
-1.001659513,NoFault
-1.003834963,NoFault
-1.004223108,NoFault
-1.003896475,NoFault
-1.004104018,NoFault
-1.005480051,NoFault
-1.006675363,NoFault
-1.005833626,NoFault
-1.004630566,NoFault
-1.00425005,NoFault
-1.002501249,NoFault
-1.000736952,NoFault
-1.000587106,NoFault
-1.00028348,NoFault
-0.999591529,NoFault
-0.999084175,NoFault
-0.998941958,NoFault
-0.999472439,NoFault
-1.000621676,NoFault
-1.002874017,NoFault
-1.003884912,NoFault
-1.004980326,NoFault
-1.004980326,NoFault
-1.004719019,NoFault
-1.002451301,NoFault
-1.001290441,NoFault
-1.001202106,NoFault
-1.000456452,NoFault
-0.999995172,NoFault
-0.999230206,NoFault
-0.997685134,NoFault
-0.99670881,NoFault
-0.997158587,NoFault
-0.996770322,NoFault
-0.998523057,NoFault
-1.000579357,NoFault
-1.002589583,NoFault
-1.003800392,NoFault
-1.003923297,NoFault
-1.005456924,NoFault
-1.003435254,NoFault
-1.001986146,NoFault
-1.00054872,NoFault
-0.998377025,NoFault
-0.998603761,NoFault
-0.998330891,NoFault
-0.998842061,NoFault
-0.999614656,NoFault
-1.000491023,NoFault
-0.999841392,NoFault
-1.000944614,NoFault
-1.002143741,NoFault
-1.003369927,NoFault
-1.004914999,NoFault
-1.006394744,NoFault
-1.006417871,NoFault
-1.006955981,NoFault
-1.006118059,NoFault
-1.004834294,NoFault
-1.003219962,NoFault
-1.001421213,NoFault
-1.001159787,NoFault
-1.000602484,NoFault
-1.000279665,NoFault
-0.999783695,NoFault
-1.000110507,NoFault
-1.000836968,NoFault
-1.000525594,NoFault
-1.00055635,NoFault
-1.000225782,NoFault
-1.001190543,NoFault
-1.000214219,NoFault
-1.000491023,NoFault
-1.001006007,NoFault
-1.001328945,NoFault
-1.00105989,NoFault
-1.00047183,NoFault
-0.999410927,NoFault
-0.998503864,NoFault
-0.998184741,NoFault
-0.99713546,NoFault
-0.99822706,NoFault
-0.998034894,NoFault
-0.99888438,NoFault
-0.999318659,NoFault
-0.999956667,NoFault
-1.000640869,NoFault
-1.002651095,NoFault
-1.004776597,NoFault
-1.006706119,NoFault
-1.006590843,NoFault
-1.006102681,NoFault
-1.00583744,NoFault
-1.005476117,NoFault
-1.004538298,NoFault
-1.00300467,NoFault
-1.002335906,NoFault
-1.001621008,NoFault
-0.999057233,NoFault
-0.998649895,NoFault
-0.998069465,NoFault
-0.999437749,NoFault
-1.000929236,NoFault
-1.002293706,NoFault
-1.002997041,NoFault
-1.003104687,NoFault
-1.003531337,NoFault
-1.003131509,NoFault
-1.003838778,NoFault
-1.003512025,NoFault
-1.002585769,NoFault
-1.000813842,NoFault
-0.998611391,NoFault
-0.997389138,NoFault
-0.9969818,NoFault
-0.997246921,NoFault
-0.99694711,NoFault
-0.996731937,NoFault
-0.996424377,NoFault
-0.996535838,NoFault
-0.997727454,NoFault
-0.999057233,NoFault
-1.00113678,NoFault
-1.002093792,NoFault
-1.003980994,NoFault
-1.004399896,NoFault
-1.005295515,NoFault
-1.006137252,NoFault
-1.006014228,NoFault
-1.004953384,NoFault
-1.004672885,NoFault
-1.003308415,NoFault
-1.0012443070000001,NoFault
-1.000775456,NoFault
-1.000321865,NoFault
-0.999418557,NoFault
-0.99915725,NoFault
-0.999326289,NoFault
-0.999630034,NoFault
-0.999495447,NoFault
-0.99977988,NoFault
-1.001905441,NoFault
-1.003350616,NoFault
-1.006644607,NoFault
-1.007851481,NoFault
-1.007017493,NoFault
-1.005960464,NoFault
-1.002105355,NoFault
-1.000610113,NoFault
-0.998088658,NoFault
-0.997746646,NoFault
-0.997458398,NoFault
-0.998346269,NoFault
-0.997081697,NoFault
-0.996812642,NoFault
-0.998526871,NoFault
-0.998534501,NoFault
-0.999357045,NoFault
-1.00024116,NoFault
-1.001205921,NoFault
-1.002693415,NoFault
-1.003035426,NoFault
-1.003377557,NoFault
-1.003954053,NoFault
-1.001989961,NoFault
-1.001386523,NoFault
-0.999752939,NoFault
-0.999307096,NoFault
-0.999161065,NoFault
-0.999714553,NoFault
-0.99970299,NoFault
-1.001651764,NoFault
-1.002662659,NoFault
-1.002355218,NoFault
-1.002220631,NoFault
-1.001444221,NoFault
-1.002112985,NoFault
-1.003170013,NoFault
-1.003212333,NoFault
-1.004584432,NoFault
-1.004080892,NoFault
-1.005064845,NoFault
-1.003854156,NoFault
-1.002789497,NoFault
-1.002120733,NoFault
-0.999991238,NoFault
-1.000679374,NoFault
-0.999637663,NoFault
-0.999845207,NoFault
-0.9995839,NoFault
-1.000291109,NoFault
-1.000952244,NoFault
-1.000564098,NoFault
-1.001886249,NoFault
-1.002178311,NoFault
-1.001459599,NoFault
-1.000652432,NoFault
-1.000675559,NoFault
-0.999887526,NoFault
-1.001851678,NoFault
-1.001052141,NoFault
-1.000717759,NoFault
-0.998699844,NoFault
-0.996389806,NoFault
-0.996428311,NoFault
-0.998161733,NoFault
-0.9995839,NoFault
-1.001386523,NoFault
-1.002766371,NoFault
-1.001590252,NoFault
-1.002574205,NoFault
-1.002770305,NoFault
-1.00303936,NoFault
-1.002505064,NoFault
-1.002270579,NoFault
-1.001801729,NoFault
-1.001536489,NoFault
-1.003139257,NoFault
-1.002116799,NoFault
-1.003385186,NoFault
-1.003346801,NoFault
-1.00265491,NoFault
-1.002120733,NoFault
-1.002635717,NoFault
-1.002324462,NoFault
-1.004203916,NoFault
-1.004349947,NoFault
-1.003054738,NoFault
-1.001640201,NoFault
-1.000690937,NoFault
-1.001106024,NoFault
-1.000694752,NoFault
-1.000967622,NoFault
-1.001394272,NoFault
-1.00078702,NoFault
-1.001624823,NoFault
-1.000652432,NoFault
-1.00047946,NoFault
-0.999491632,NoFault
-0.998872817,NoFault
-0.998872817,NoFault
-0.997915685,NoFault
-0.998042524,NoFault
-0.998569191,NoFault
-0.999518573,NoFault
-1.000064373,NoFault
-1.00071013,NoFault
-1.001294374,NoFault
-1.001152158,NoFault
-1.000844598,NoFault
-1.00113678,NoFault
-1.002247572,NoFault
-1.001451969,NoFault
-1.001517296,NoFault
-1.000840783,NoFault
-1.000083566,NoFault
-1.000421882,NoFault
-1.001052141,NoFault
-1.002178311,NoFault
-1.003677368,NoFault
-1.005829811,NoFault
-1.007055879,NoFault
-1.007151961,NoFault
-1.005464673,NoFault
-1.004868865,NoFault
-1.003658175,NoFault
-1.002804875,NoFault
-1.00311625,NoFault
-1.001490355,NoFault
-1.000083566,NoFault
-0.999495447,NoFault
